2.782674053536434712e+03,1.401226156748767971e+04,1.082342779183493775e+01
2.801480036772406947e+03,2.066708740945731552e+04,8.864755254073982016e+00
2.817070529753189476e+03,1.405337253620660886e+04,1.103937127076116909e+01
2.820087763536943839e+03,1.763125801199183115e+04,1.046129627271925600e+01
2.858126956423045613e+03,1.250498352501789850e+04,1.294512992377502769e+01
2.816218640124638569e+03,1.357297376343604265e+04,9.395246991046441565e+00
2.771442182523396241e+03,1.364410322768114565e+04,9.739159075119571796e+00
2.739112829966261415e+03,1.210705484315368267e+04,8.612103130449124677e+00
2.875316128342008597e+03,1.317037494295184661e+04,1.253925521682205790e+01
2.754576392392455091e+03,1.986891511520922722e+04,7.732306042731861062e+00
2.768903362247561290e+03,1.240935773230560153e+04,1.010247132857018038e+01
2.712040043141558726e+03,1.425774518297963368e+04,8.123292962762597824e+00
2.787139251733639412e+03,1.412273478852568769e+04,8.774895565731052116e+00
2.773959988685254302e+03,1.130998014789396439e+04,1.033536468478828851e+01
2.799503406271917356e+03,1.392542053282008783e+04,8.396560849151235573e+00
2.813466862928888077e+03,1.399957089063355852e+04,9.571132958313150141e+00
2.879397912823349998e+03,1.222136848779670618e+04,1.279242982641005533e+01
2.788623699426618259e+03,1.491428908216433047e+04,7.626823866385659123e+00
2.814675010975818623e+03,1.228871607206642511e+04,1.198637087057547745e+01
2.771463487329589043e+03,1.234799205562684801e+04,9.533747319221642869e+00
2.750252157392038043e+03,1.230163992019923353e+04,9.844698983716826390e+00
2.781361536572306250e+03,1.251215794276110319e+04,1.071669530976867257e+01
2.742323037736402057e+03,1.284211906103710498e+04,9.660646479787253327e+00
2.735388593834433323e+03,1.677098408944225594e+04,6.867523122064658203e+00
2.746189959058499426e+03,1.376084649504785557e+04,9.845985039216310852e+00
2.843438049031593891e+03,1.198473307145318722e+04,1.138698387102979304e+01
2.742822672721411436e+03,1.258532545701557865e+04,9.573207889897366485e+00
2.798006695391602534e+03,1.147450682447639520e+04,1.151278127496055603e+01
2.783562284281787925e+03,1.649892753100586560e+04,1.025160477127775493e+01
2.836161741597085438e+03,1.257820396122321836e+04,1.164940478492646037e+01
2.853301300902023286e+03,1.172344173698210943e+04,1.168466915310319898e+01
2.891294042084594821e+03,1.334200434849051999e+04,1.320321466781449793e+01
2.761595551581517611e+03,1.483953468835515741e+04,9.322972206922999661e+00
2.863000067538593612e+03,1.183565881927319788e+04,1.363474773357156700e+01
2.830891760554022312e+03,1.573590881271243597e+04,1.095187534419099151e+01
2.764011082041510690e+03,1.238381064987431091e+04,8.139068282183997027e+00
2.759744685150066744e+03,1.532618393165724410e+04,8.830666761122069275e+00
2.755564056376872941e+03,1.332444207277565329e+04,9.062364414409049829e+00
2.792617710143469139e+03,1.203981526371202563e+04,9.038516939106640891e+00
2.776195446809952500e+03,1.216990427172104864e+04,9.895528011009613323e+00
2.820959629052427317e+03,1.651996537675353829e+04,1.127905533163884577e+01
2.770867870220198256e+03,1.427821173430393901e+04,8.873902969704536403e+00
2.735904174361708556e+03,1.747189592325617195e+04,8.371168784669730911e+00
2.753409485652965941e+03,1.298805714036046993e+04,9.306228164525942148e+00
2.823287487981963750e+03,1.728147467843038976e+04,1.002453385252359119e+01
2.790351061488886444e+03,1.272623449052766409e+04,9.564301726019843741e+00
2.723077194786473228e+03,1.528137012126842637e+04,8.247436863551854458e+00
2.737832407186009732e+03,1.192448500471929583e+04,8.696323446920427358e+00
2.700233182055836551e+03,1.501722527169347995e+04,7.068101445436258956e+00
2.831744612249507554e+03,1.178276278476988591e+04,1.220612707150120002e+01
2.724645152920449164e+03,1.318872115776607825e+04,8.619903368893190532e+00
2.689334093342114102e+03,1.347751296395513418e+04,7.170195623675565955e+00
2.821874899030114193e+03,1.810337321508023888e+04,9.817851614888537526e+00
2.805120068587281366e+03,1.237105291742474765e+04,1.034634166051196225e+01
2.772017548081624227e+03,1.897600425855093272e+04,9.943398380377201917e+00
2.800892101828010709e+03,1.353713580443262072e+04,1.113265112370257981e+01
2.725994083007768040e+03,1.350663063533457898e+04,7.380005491552648955e+00
2.795881614376599373e+03,1.453527330936860199e+04,8.221952955352380243e+00
2.721557554817378787e+03,1.336563991236917718e+04,9.118512233249651544e+00
2.784855925631094578e+03,1.613818174891218587e+04,8.161142899401486517e+00
2.863174805783281499e+03,1.291006728107382150e+04,1.287455123915287736e+01
2.854979792475791783e+03,1.211644451905200913e+04,1.148029423007205274e+01
2.790897758922344110e+03,1.819525705621084126e+04,9.566507496575193059e+00
2.819300182491023861e+03,1.648612843785116274e+04,1.066063664975414227e+01
2.775492541845777396e+03,1.421030196995806728e+04,8.772376095274811547e+00
2.749188588026790967e+03,1.244600620492995586e+04,8.274821371550226345e+00
2.714111189946612740e+03,1.331386144776003130e+04,7.579287209997175090e+00
2.738971031066887917e+03,1.271423230294511086e+04,8.542829431607007251e+00
2.785515718992786788e+03,1.323956925398072781e+04,9.704971322755794105e+00
2.738794335102183140e+03,1.174223995423510860e+04,8.219239404627964873e+00
2.821636900455945124e+03,1.209976858663202620e+04,1.236748168772078316e+01
2.749765278699179817e+03,1.256219764387948089e+04,8.951411188351155346e+00
